person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
26.0,0,4,107787.0,4,2,8000.0,6,10.99,0.07,2.0,664,0,0
23.0,1,4,126814.0,2,1,12000.0,1,12.61,0.09,2.0,735,0,0
24.0,1,3,107408.0,0,2,25000.0,2,13.11,0.23,3.0,628,1,0
25.0,1,2,112249.0,3,1,12000.0,5,13.12,0.11,2.0,655,0,1
24.0,0,4,133199.0,1,1,12000.0,4,7.9,0.09,2.0,636,0,0
22.0,1,4,107919.0,0,2,16000.0,4,13.22,0.15,4.0,562,1,0
25.0,1,4,132827.0,6,1,12000.0,6,12.23,0.09,2.0,624,0,0
26.0,1,1,132741.0,1,1,12000.0,6,7.88,0.09,2.0,636,0,0
26.0,1,4,132597.0,0,1,12000.0,3,11.01,0.09,2.0,650,1,0
25.0,0,1,107656.0,0,2,4500.0,2,11.01,0.04,3.0,617,1,0
26.0,1,3,108141.0,6,2,5800.0,1,11.97,0.05,2.0,670,0,0
21.0,1,1,134176.0,0,1,12000.0,4,13.11,0.09,2.0,621,1,0
26.0,1,4,135842.0,2,1,12000.0,1,13.49,0.09,4.0,557,1,0
23.0,1,4,108267.0,1,2,18000.0,1,7.9,0.17,4.0,668,1,0
24.0,1,3,136392.0,2,1,12000.0,5,7.49,0.09,2.0,589,0,0
22.0,0,3,108171.0,1,2,8000.0,3,5.79,0.07,4.0,544,1,0
26.0,0,4,139424.0,3,1,12000.0,3,10.99,0.09,3.0,636,0,0
24.0,1,3,138831.0,1,1,12000.0,1,6.54,0.09,3.0,572,1,0
22.0,1,2,143946.0,0,1,12000.0,5,10.36,0.08,2.0,566,1,0
23.0,0,4,145011.0,1,1,12000.0,1,11.71,0.08,4.0,612,1,0
25.0,1,3,144842.0,1,1,12000.0,3,11.01,0.08,4.0,645,0,0
25.0,0,3,108724.0,1,2,9000.0,3,11.11,0.08,4.0,666,0,0
22.0,1,4,108800.0,1,2,20000.0,5,12.53,0.18,2.0,667,1,0
24.0,0,3,94546.0,4,2,24000.0,3,15.96,0.25,4.0,708,0,1
25.0,0,1,145131.0,0,1,12000.0,4,9.01,0.08,2.0,708,0,0
25.0,0,3,148934.0,5,1,12000.0,1,9.63,0.08,2.0,700,1,0
25.0,0,1,148653.0,3,1,12000.0,2,10.75,0.08,2.0,670,0,0
23.0,0,4,109477.0,3,2,20000.0,4,14.65,0.18,3.0,590,1,0
26.0,0,3,150673.0,6,1,12000.0,2,6.99,0.08,4.0,632,1,0
25.0,1,2,43896.0,2,3,2400.0,3,12.21,0.05,2.0,620,0,0
22.0,0,1,43799.0,0,3,14000.0,1,11.26,0.32,4.0,573,1,0
23.0,0,2,136650.0,1,1,12000.0,4,15.28,0.09,3.0,681,0,1
26.0,0,4,108802.0,6,2,6000.0,1,9.91,0.06,3.0,654,0,0
24.0,1,4,80413.0,3,2,30000.0,2,19.42,0.37,3.0,611,0,1
23.0,0,3,44260.0,1,3,12000.0,2,12.53,0.27,2.0,674,1,0
25.0,1,4,109378.0,4,2,7750.0,1,7.51,0.07,4.0,669,1,0
23.0,1,1,108686.0,0,2,4000.0,5,10.65,0.04,3.0,713,1,0
25.0,1,4,109064.0,5,2,15000.0,2,12.42,0.14,2.0,584,0,0
23.0,1,1,153507.0,2,1,12000.0,3,10.37,0.08,4.0,654,0,0
23.0,0,3,109350.0,0,2,3600.0,5,12.69,0.03,3.0,660,0,0
22.0,0,2,108766.0,0,2,14300.0,4,6.03,0.13,4.0,626,1,0
26.0,1,3,94476.0,2,2,14000.0,1,9.91,0.15,4.0,565,0,1
24.0,0,2,108745.0,0,2,35000.0,1,10.65,0.32,3.0,536,1,0
25.0,1,3,44016.0,3,3,11200.0,1,9.76,0.25,4.0,673,0,0
25.0,0,2,109105.0,0,2,9500.0,2,11.71,0.09,4.0,629,0,0
26.0,1,2,157041.0,3,1,12000.0,1,14.22,0.08,2.0,515,1,0
25.0,0,3,109385.0,1,2,18000.0,6,9.91,0.16,2.0,636,0,0
26.0,1,4,164467.0,7,1,12000.0,4,14.72,0.07,2.0,687,1,0
22.0,1,3,94568.0,0,2,25000.0,6,16.77,0.26,2.0,674,0,1
23.0,0,4,168782.0,1,1,12000.0,5,11.12,0.07,3.0,674,1,0
22.0,1,1,44290.0,0,3,3250.0,1,7.75,0.07,4.0,674,1,0
25.0,1,4,108859.0,1,2,3600.0,4,7.9,0.03,2.0,648,1,0
24.0,0,1,109161.0,4,2,13000.0,2,12.42,0.12,3.0,616,0,0
26.0,0,5,181398.0,5,1,12000.0,4,7.9,0.07,3.0,712,0,0
23.0,1,1,109071.0,0,2,3000.0,4,6.03,0.03,4.0,661,0,0
24.0,1,1,109009.0,6,2,12000.0,3,7.51,0.11,3.0,699,0,0
23.0,0,2,108999.0,0,2,15000.0,4,6.03,0.14,3.0,638,0,0
24.0,1,3,151319.0,2,1,12000.0,2,14.27,0.08,2.0,703,0,1
24.0,1,4,109194.0,0,2,8000.0,4,9.91,0.07,4.0,653,1,0
23.0,0,1,108981.0,0,2,12000.0,5,11.01,0.11,3.0,665,1,0
24.0,1,2,43808.0,3,3,13000.0,1,5.79,0.3,2.0,628,1,0
22.0,0,1,109090.0,1,2,16000.0,1,6.03,0.15,4.0,619,1,0
23.0,0,1,204963.0,2,1,12000.0,1,11.11,0.06,2.0,611,1,0
25.0,1,2,108959.0,7,2,9000.0,1,12.69,0.08,3.0,527,0,0
24.0,0,3,108908.0,0,2,20000.0,3,7.9,0.18,3.0,578,1,0
25.0,1,4,80400.0,1,2,20000.0,2,15.27,0.25,4.0,594,0,1
26.0,0,3,108999.0,0,2,10000.0,5,6.62,0.09,4.0,688,0,0
23.0,0,4,252973.0,0,1,12000.0,1,10.59,0.05,2.0,620,1,0
25.0,0,1,271040.0,1,1,12000.0,1,16.49,0.04,2.0,651,0,0
23.0,1,2,109180.0,0,3,35000.0,2,8.9,0.32,4.0,576,1,0
24.0,0,3,108678.0,3,2,4300.0,6,7.9,0.04,4.0,658,0,0
22.0,1,2,109240.0,0,2,7000.0,2,11.01,0.06,2.0,636,1,0
21.0,1,3,109112.0,0,3,12000.0,2,6.03,0.11,3.0,608,1,0
23.0,1,2,44138.0,5,3,7000.0,3,14.74,0.16,4.0,603,1,0
23.0,1,4,109133.0,0,2,21000.0,2,12.42,0.19,2.0,644,0,0
25.0,1,1,43508.0,0,3,5000.0,4,11.01,0.11,4.0,672,0,0
22.0,1,3,43325.0,1,3,8000.0,1,6.03,0.18,2.0,636,1,0
26.0,1,2,126883.0,2,1,12100.0,6,11.01,0.1,2.0,591,1,0
24.0,1,3,51559.0,1,1,12125.0,5,11.01,0.24,3.0,613,0,0
26.0,1,4,108987.0,3,2,8000.0,1,5.42,0.07,3.0,624,1,0
23.0,0,4,80437.0,0,2,14000.0,2,11.01,0.17,3.0,632,0,1
22.0,0,2,109195.0,1,2,6400.0,4,5.99,0.06,2.0,538,1,0
24.0,0,4,109221.0,3,2,15000.0,2,9.99,0.14,4.0,667,0,0
22.0,1,3,44077.0,0,1,12200.0,4,11.49,0.28,3.0,679,0,1
25.0,0,2,108913.0,3,2,6000.0,2,6.99,0.06,3.0,536,1,0
21.0,1,3,99658.0,0,1,12200.0,4,6.03,0.12,2.0,678,0,0
23.0,1,2,29456.0,2,1,12250.0,1,13.16,0.42,4.0,645,0,1
23.0,0,2,32520.0,0,1,12250.0,3,10.37,0.38,4.0,590,0,1
26.0,1,2,109151.0,3,2,13000.0,4,10.59,0.12,3.0,615,1,0
24.0,1,4,32110.0,1,1,12250.0,2,11.49,0.38,2.0,671,0,1
24.0,1,2,109001.0,1,2,8000.0,5,12.99,0.07,2.0,615,1,0
24.0,1,3,35550.0,0,1,12250.0,2,9.99,0.34,4.0,610,0,1
23.0,0,3,108380.0,1,2,22000.0,4,6.99,0.2,4.0,687,0,0
23.0,1,1,108961.0,1,2,4900.0,3,6.99,0.04,2.0,688,0,0
22.0,1,3,108862.0,0,2,12000.0,1,10.99,0.11,2.0,623,1,0
21.0,1,3,37045.0,0,1,12250.0,5,14.59,0.33,3.0,657,0,1
22.0,1,2,36967.0,1,1,12250.0,6,13.67,0.33,4.0,565,0,1
26.0,1,3,39640.0,5,1,12250.0,5,11.01,0.31,2.0,657,0,1
25.0,0,2,109016.0,1,2,10000.0,4,5.42,0.09,2.0,546,1,0
25.0,0,3,108913.0,0,2,3000.0,4,11.49,0.03,4.0,681,1,0
21.0,0,1,36003.0,0,1,12250.0,3,13.61,0.34,4.0,668,0,1
24.0,1,4,109088.0,5,2,15000.0,2,8.49,0.14,3.0,636,1,0
25.0,1,2,108849.0,2,2,15000.0,5,8.49,0.14,2.0,644,1,0
23.0,1,2,109037.0,0,2,13675.0,1,7.49,0.13,4.0,654,1,0
24.0,0,1,44297.0,4,1,12250.0,5,11.49,0.28,2.0,670,0,1
24.0,1,2,108933.0,4,2,7000.0,3,10.99,0.06,3.0,648,1,0
23.0,1,4,43888.0,2,1,12250.0,2,10.74,0.28,3.0,650,0,1
23.0,1,2,43990.0,0,1,12250.0,4,11.01,0.28,3.0,640,0,1
25.0,0,1,94661.0,0,2,6000.0,5,15.62,0.06,3.0,596,0,1
22.0,1,1,53698.0,2,1,12250.0,2,15.99,0.23,2.0,696,0,1
25.0,0,2,108873.0,4,2,5600.0,3,9.99,0.05,4.0,593,1,0
24.0,0,3,60772.0,0,1,12250.0,6,14.72,0.2,3.0,703,1,0
25.0,1,2,55596.0,3,1,12250.0,2,14.84,0.22,3.0,608,0,1
23.0,0,2,73031.0,0,1,12250.0,1,10.59,0.17,3.0,657,1,0
23.0,0,4,109098.0,0,2,4000.0,1,5.42,0.04,3.0,685,0,0
24.0,1,3,74663.0,4,1,12250.0,3,12.23,0.16,4.0,675,0,0
26.0,1,2,109286.0,6,2,5175.0,6,11.99,0.05,2.0,647,0,0
24.0,1,2,36865.0,2,1,12300.0,1,10.74,0.33,2.0,604,0,1
23.0,0,2,39925.0,1,1,12300.0,1,11.01,0.31,3.0,537,0,1
23.0,0,3,109410.0,4,2,21000.0,3,7.49,0.19,4.0,677,1,0
23.0,0,4,47538.0,5,1,12300.0,2,11.01,0.26,2.0,564,0,1
25.0,1,1,109003.0,0,2,10000.0,3,15.28,0.09,2.0,591,0,0
23.0,1,4,67644.0,1,1,12300.0,3,11.01,0.18,4.0,577,1,0
24.0,1,1,109152.0,1,2,35000.0,1,12.68,0.32,2.0,627,1,0
25.0,1,1,108907.0,0,2,10000.0,3,10.0,0.09,2.0,603,1,0
24.0,1,2,108721.0,4,2,24000.0,5,13.06,0.22,2.0,672,0,0
26.0,0,2,51332.0,3,1,12375.0,4,7.51,0.24,3.0,634,1,0
21.0,0,1,108704.0,0,2,21000.0,4,11.01,0.19,4.0,675,0,0
25.0,0,2,51572.0,0,1,12375.0,5,7.29,0.24,4.0,630,0,0
25.0,1,3,96611.0,4,1,12375.0,4,10.91,0.13,4.0,618,1,0
22.0,1,1,42515.0,2,1,12400.0,1,11.01,0.29,4.0,497,0,1
24.0,0,3,109384.0,3,2,3000.0,2,11.01,0.03,4.0,683,0,0
23.0,0,3,108902.0,0,2,4800.0,2,10.36,0.04,4.0,686,0,0
22.0,1,3,68327.0,0,1,12400.0,1,10.74,0.18,4.0,606,1,0
22.0,1,2,109025.0,1,2,9500.0,5,11.01,0.09,3.0,640,0,0
25.0,0,4,45460.0,4,1,12450.0,1,16.32,0.27,2.0,526,0,1
23.0,1,3,38294.0,2,1,12500.0,5,10.65,0.33,4.0,694,0,1
25.0,1,2,108626.0,0,2,20000.0,1,6.54,0.18,3.0,658,0,0
26.0,1,3,108991.0,1,2,1000.0,1,6.17,0.01,4.0,679,1,0
24.0,1,4,109016.0,3,3,12000.0,2,13.35,0.11,3.0,676,1,0
23.0,1,4,80460.0,2,2,15000.0,2,14.83,0.19,4.0,537,0,1
24.0,0,1,108834.0,5,2,6000.0,3,5.79,0.06,4.0,681,1,0
25.0,1,3,43980.0,3,1,12500.0,3,11.72,0.28,4.0,614,0,1
24.0,0,3,39376.0,1,1,12500.0,2,12.87,0.32,3.0,607,0,1
23.0,1,3,109032.0,0,2,5000.0,1,5.42,0.05,4.0,671,1,0
26.0,1,4,49230.0,2,1,12500.0,1,6.92,0.25,2.0,603,0,1
22.0,0,4,36981.0,1,1,2800.0,5,6.54,0.08,3.0,661,1,0
22.0,0,2,109047.0,3,2,6000.0,2,9.25,0.06,2.0,583,1,0
23.0,1,1,109222.0,0,3,8500.0,2,5.79,0.08,4.0,631,1,0
23.0,0,2,109016.0,0,2,8000.0,1,10.36,0.07,3.0,691,0,0
25.0,0,3,109060.0,5,2,10000.0,3,12.61,0.09,3.0,705,0,0
22.0,0,1,40730.0,2,1,2800.0,1,15.62,0.07,3.0,667,0,1
22.0,1,2,109117.0,1,2,3500.0,3,9.25,0.03,2.0,582,0,0
24.0,1,3,40928.0,0,1,2800.0,4,16.0,0.07,3.0,581,0,1
22.0,0,1,43135.0,0,1,2800.0,3,10.37,0.06,4.0,678,1,0
21.0,1,2,45995.0,0,1,2800.0,3,7.88,0.06,4.0,621,0,0
26.0,1,4,47804.0,2,1,2800.0,2,10.0,0.06,2.0,650,1,0
22.0,1,3,49227.0,2,1,2800.0,5,7.49,0.06,4.0,709,1,0
22.0,1,2,48966.0,0,1,2800.0,1,7.49,0.06,2.0,675,0,0
24.0,1,2,48752.0,3,1,2800.0,2,10.25,0.06,2.0,572,0,0
25.0,0,3,109509.0,3,2,15000.0,2,13.61,0.14,3.0,681,1,0
24.0,0,1,49600.0,0,1,2800.0,3,6.99,0.06,4.0,603,1,0
21.0,1,4,108795.0,0,2,1500.0,1,10.75,0.01,4.0,470,1,0
24.0,1,4,108889.0,1,2,19750.0,5,13.61,0.18,2.0,688,0,0
25.0,0,4,108932.0,4,2,7500.0,5,6.76,0.07,4.0,654,0,0
25.0,1,1,108846.0,2,2,6000.0,2,11.01,0.06,4.0,711,1,0
26.0,1,2,44606.0,5,1,2800.0,2,13.35,0.06,4.0,565,0,1
25.0,0,3,45608.0,3,1,2800.0,6,16.29,0.06,3.0,628,0,1
25.0,1,2,108959.0,2,2,8500.0,4,15.21,0.08,3.0,555,1,0
24.0,1,3,109039.0,0,2,1700.0,3,10.75,0.02,3.0,665,0,0
25.0,1,2,53621.0,6,1,2800.0,1,6.92,0.05,3.0,636,0,0
22.0,1,2,108939.0,1,2,5000.0,3,10.75,0.05,4.0,604,1,0
22.0,1,4,55302.0,0,1,2800.0,4,13.49,0.05,2.0,646,1,0
22.0,1,4,109156.0,1,3,7000.0,3,7.14,0.06,4.0,640,0,0
22.0,1,2,56808.0,0,1,2800.0,5,10.37,0.05,3.0,656,0,0
22.0,1,2,109251.0,0,2,25000.0,1,12.73,0.23,4.0,590,1,0
26.0,0,3,43232.0,3,3,7500.0,4,7.9,0.17,3.0,678,0,0
22.0,1,2,109187.0,0,2,6400.0,1,9.88,0.06,3.0,590,1,0
26.0,1,4,108959.0,2,2,6500.0,5,7.14,0.06,3.0,680,1,0
24.0,0,1,61028.0,1,1,2800.0,5,5.79,0.05,2.0,614,1,0
25.0,0,1,108545.0,1,2,6000.0,4,7.14,0.06,3.0,667,1,0
25.0,0,3,109101.0,1,3,5000.0,3,6.76,0.05,4.0,606,1,0
24.0,1,3,109035.0,4,2,24000.0,6,17.56,0.22,3.0,601,1,0
24.0,1,2,53282.0,0,1,2800.0,4,14.17,0.05,2.0,661,0,1
26.0,1,2,61008.0,4,1,2800.0,2,13.61,0.05,3.0,630,0,0
23.0,0,4,61008.0,0,1,2800.0,2,11.86,0.05,2.0,669,0,0
22.0,0,3,108962.0,0,2,10000.0,1,7.88,0.09,3.0,659,0,0
26.0,1,3,64106.0,5,1,2800.0,3,13.47,0.04,4.0,658,1,0
21.0,1,2,58583.0,0,1,2800.0,4,8.9,0.05,2.0,668,0,1
22.0,1,2,68489.0,0,1,2800.0,3,15.31,0.04,2.0,657,1,0
25.0,0,4,108961.0,3,2,20000.0,4,11.01,0.18,3.0,621,1,0
23.0,1,3,89438.0,2,1,2800.0,3,15.21,0.03,2.0,634,0,1
23.0,0,4,94867.0,2,2,15000.0,5,15.31,0.16,4.0,635,0,1
24.0,1,3,105265.0,2,1,2800.0,5,14.65,0.03,4.0,624,1,0
21.0,0,4,42745.0,1,3,7200.0,3,15.23,0.17,4.0,616,1,0
25.0,1,1,109177.0,5,2,15000.0,5,12.18,0.14,2.0,630,1,0
23.0,1,2,149018.0,0,1,2800.0,5,13.49,0.02,3.0,687,0,0
25.0,0,3,109309.0,3,2,6000.0,4,7.74,0.05,4.0,671,0,0
24.0,1,3,95091.0,1,2,19500.0,5,15.31,0.21,4.0,630,0,1
22.0,0,2,43208.0,0,3,18500.0,1,7.49,0.43,3.0,608,0,0
23.0,1,2,23225.0,0,1,2775.0,4,7.68,0.12,2.0,645,0,0
23.0,0,2,21049.0,3,1,2750.0,2,16.77,0.13,2.0,682,0,1
25.0,1,4,94644.0,2,2,3000.0,5,11.48,0.03,3.0,599,0,1
25.0,1,3,94518.0,2,2,8000.0,5,16.0,0.08,2.0,695,0,1
26.0,1,1,109029.0,2,2,3200.0,4,13.22,0.03,4.0,630,1,0
22.0,0,2,108931.0,1,2,2500.0,1,13.22,0.02,2.0,689,0,0
26.0,1,4,109098.0,3,2,20000.0,4,11.01,0.18,3.0,603,0,0
23.0,1,2,73161.0,2,1,2750.0,1,15.23,0.04,4.0,599,1,0
23.0,1,1,109321.0,0,2,12000.0,1,12.18,0.11,4.0,680,1,0
25.0,1,3,108971.0,4,3,10000.0,6,8.0,0.09,4.0,699,1,0
24.0,1,3,38242.0,0,1,2725.0,4,10.74,0.07,2.0,563,1,0
22.0,1,4,108886.0,0,2,20000.0,1,11.26,0.18,2.0,598,1,0
21.0,0,1,109148.0,0,4,16000.0,2,11.26,0.15,4.0,516,1,0
23.0,0,3,109222.0,2,2,6000.0,4,11.89,0.05,4.0,688,1,0
23.0,1,3,94735.0,0,2,15250.0,4,11.01,0.16,2.0,653,0,1
21.0,1,4,19618.0,0,1,2700.0,3,20.0,0.14,3.0,611,0,1
24.0,1,1,109217.0,2,2,3000.0,1,13.79,0.03,4.0,681,0,0
23.0,1,2,109055.0,1,2,1500.0,5,12.84,0.01,2.0,663,1,0
23.0,0,2,108894.0,0,2,15000.0,1,16.32,0.14,2.0,623,0,0
26.0,1,1,94796.0,3,2,10000.0,1,9.63,0.11,4.0,642,0,1
25.0,1,2,108790.0,6,2,11000.0,3,9.32,0.1,3.0,652,1,0
23.0,1,4,30034.0,2,1,2700.0,5,10.75,0.09,2.0,599,0,1
25.0,1,4,94672.0,0,2,9000.0,3,11.78,0.1,2.0,644,0,1
24.0,0,2,108661.0,0,2,5000.0,6,8.0,0.05,4.0,648,1,0
24.0,0,4,108945.0,0,2,12000.0,4,11.01,0.11,4.0,652,0,0
24.0,1,2,109314.0,3,2,7500.0,1,11.01,0.07,3.0,678,0,0
23.0,1,4,31850.0,0,1,2700.0,5,7.29,0.08,3.0,634,1,0
24.0,0,4,108863.0,0,2,5000.0,4,11.34,0.05,4.0,563,1,0
25.0,0,3,108842.0,3,2,25000.0,3,10.39,0.23,3.0,662,0,0
26.0,0,1,36538.0,4,1,2700.0,1,10.75,0.07,2.0,717,0,0
22.0,1,2,38579.0,0,1,2700.0,5,6.91,0.07,4.0,585,1,0
24.0,1,1,39445.0,4,1,2700.0,3,11.01,0.07,3.0,696,0,0
26.0,1,4,108852.0,1,2,25000.0,1,11.09,0.23,4.0,687,0,0
25.0,0,3,43283.0,5,1,2700.0,1,7.88,0.06,2.0,659,1,0
26.0,0,1,108784.0,3,3,9500.0,3,8.07,0.09,2.0,559,1,0
25.0,1,4,109239.0,3,2,15000.0,4,7.88,0.14,4.0,632,1,0
23.0,0,4,109442.0,2,2,10150.0,1,11.97,0.09,3.0,623,1,0
23.0,1,2,94745.0,0,2,1200.0,4,11.01,0.01,3.0,576,0,1
22.0,1,2,95068.0,0,2,11000.0,5,17.99,0.12,3.0,643,0,1
24.0,1,2,109278.0,1,2,15000.0,1,10.38,0.14,3.0,645,1,0
25.0,1,4,61937.0,2,1,2700.0,5,9.7,0.04,2.0,582,1,0
24.0,0,1,109978.0,0,2,8000.0,6,11.01,0.07,2.0,684,0,0
25.0,1,4,56221.0,0,1,2700.0,5,15.96,0.05,2.0,529,0,1
22.0,0,3,110410.0,2,2,13200.0,1,14.79,0.12,4.0,644,0,0
24.0,0,4,119341.0,1,1,2700.0,1,13.49,0.02,4.0,622,0,0
24.0,1,2,110198.0,5,2,8400.0,1,10.99,0.08,2.0,580,0,0
21.0,0,2,110239.0,0,2,6000.0,4,9.99,0.05,2.0,700,0,0
24.0,1,2,110275.0,4,2,20000.0,6,16.32,0.18,4.0,488,1,0
26.0,1,3,23110.0,0,1,2675.0,4,9.91,0.12,4.0,606,1,0
24.0,1,3,110222.0,3,2,16000.0,1,7.88,0.15,3.0,523,1,0
23.0,0,1,49164.0,2,1,2675.0,4,8.07,0.05,4.0,547,1,0
23.0,1,2,110351.0,0,2,1000.0,1,11.71,0.01,3.0,594,1,0
24.0,0,4,110412.0,2,2,15000.0,1,6.03,0.14,4.0,682,0,0
24.0,1,4,109978.0,3,2,2400.0,5,9.91,0.02,4.0,613,0,0
24.0,0,4,110331.0,0,2,10000.0,6,10.99,0.09,4.0,591,1,0
23.0,0,3,110391.0,5,2,1500.0,4,14.54,0.01,4.0,515,1,0
21.0,0,3,27798.0,0,1,2650.0,2,9.88,0.1,3.0,664,1,0
23.0,1,3,95636.0,0,2,16000.0,5,14.09,0.17,3.0,610,0,1
23.0,1,2,110389.0,2,2,10000.0,3,16.32,0.09,3.0,619,0,0
23.0,1,3,56837.0,3,1,2650.0,4,10.59,0.05,2.0,704,1,0
22.0,1,3,110346.0,0,3,15000.0,1,7.88,0.14,2.0,654,1,0
23.0,0,4,110013.0,0,2,10000.0,4,13.61,0.09,4.0,663,0,0
24.0,0,3,95755.0,4,2,5000.0,6,15.33,0.05,2.0,655,0,1
23.0,1,2,110245.0,1,2,8000.0,3,17.19,0.07,4.0,644,0,0
21.0,1,2,110283.0,0,2,20000.0,3,10.62,0.18,2.0,493,1,0
24.0,0,4,110066.0,3,2,15000.0,2,7.88,0.14,4.0,666,0,0
24.0,1,3,19967.0,2,1,2600.0,6,11.01,0.13,2.0,645,0,1
22.0,0,3,25245.0,0,1,2600.0,1,6.92,0.1,4.0,635,1,0
21.0,0,1,42745.0,0,3,11000.0,2,7.88,0.26,2.0,587,1,0
23.0,0,2,110621.0,2,2,12000.0,4,11.01,0.11,3.0,570,1,0
24.0,0,3,26987.0,2,1,2600.0,1,19.29,0.1,4.0,713,0,1
24.0,1,2,110607.0,1,2,1000.0,6,7.68,0.01,3.0,642,1,0
26.0,0,2,81795.0,4,2,15000.0,2,14.11,0.18,4.0,639,0,1
21.0,1,3,33082.0,0,1,2600.0,4,13.22,0.08,2.0,671,1,0
24.0,0,4,109955.0,3,2,7000.0,3,8.0,0.06,3.0,622,1,0
24.0,1,4,110183.0,3,2,7500.0,5,10.39,0.07,2.0,608,1,0
23.0,0,3,110266.0,0,2,7500.0,5,11.97,0.07,2.0,666,1,0
23.0,0,2,110525.0,3,2,10000.0,4,13.43,0.09,2.0,640,1,0
25.0,0,3,96227.0,3,2,11200.0,4,14.79,0.12,3.0,597,0,1
21.0,0,4,43130.0,0,3,7000.0,3,14.59,0.16,3.0,642,1,0
25.0,1,2,42962.0,3,3,4000.0,4,13.11,0.09,2.0,629,1,0
23.0,0,3,110842.0,0,2,3000.0,5,8.88,0.03,2.0,696,1,0
22.0,1,1,110264.0,2,3,5000.0,4,11.48,0.05,2.0,639,1,0
25.0,1,2,110707.0,3,2,6000.0,4,7.68,0.05,4.0,658,1,0
24.0,0,1,96132.0,1,2,6500.0,3,11.78,0.07,3.0,676,0,1
24.0,0,1,110144.0,0,2,12000.0,2,7.49,0.11,3.0,671,1,0
22.0,0,2,110349.0,0,2,12000.0,4,11.83,0.11,2.0,587,0,0
23.0,1,1,42889.0,0,3,10000.0,2,10.25,0.23,2.0,671,1,0
22.0,0,3,42857.0,4,3,13200.0,3,13.48,0.31,3.0,704,1,0
22.0,0,4,58562.0,0,1,2600.0,1,11.12,0.04,3.0,551,1,0
21.0,1,3,110942.0,0,2,8000.0,4,13.61,0.07,2.0,612,1,0
23.0,1,3,89792.0,0,1,2600.0,5,15.27,0.03,3.0,613,1,0
25.0,0,3,121319.0,2,1,2600.0,5,7.9,0.02,3.0,653,1,0
26.0,0,1,42751.0,2,3,4175.0,3,7.74,0.1,4.0,611,1,0
26.0,1,2,82213.0,4,2,15000.0,2,16.49,0.18,3.0,604,0,1
23.0,0,2,111067.0,0,2,15000.0,5,9.91,0.14,2.0,571,1,0
23.0,1,1,111359.0,0,2,12000.0,4,6.62,0.11,3.0,608,1,0
21.0,0,3,16604.0,0,1,2525.0,3,11.01,0.15,2.0,684,0,1
24.0,0,4,70029.0,0,1,2525.0,5,11.01,0.04,4.0,580,1,0
23.0,1,3,12686.0,0,1,2500.0,6,14.59,0.2,3.0,645,0,1
23.0,1,1,111805.0,0,2,2400.0,1,12.69,0.02,2.0,697,1,0
22.0,1,3,111304.0,0,2,1400.0,3,11.01,0.01,3.0,612,1,0
23.0,1,1,111365.0,3,2,4800.0,1,7.49,0.04,2.0,691,0,0
22.0,1,1,42622.0,0,3,5000.0,2,11.14,0.12,2.0,551,1,0
24.0,0,1,111380.0,1,2,11000.0,3,10.99,0.1,3.0,530,1,0
26.0,1,1,111287.0,5,3,22500.0,6,10.99,0.2,2.0,675,0,0
23.0,1,3,50333.0,3,1,12500.0,5,13.57,0.25,4.0,514,1,0
21.0,1,2,51200.0,0,1,12500.0,1,8.94,0.24,2.0,642,1,0
26.0,1,4,82087.0,5,2,25000.0,2,15.65,0.3,2.0,633,0,1
23.0,1,3,111250.0,1,2,18000.0,2,12.68,0.16,2.0,685,1,0
24.0,1,2,111699.0,0,2,15000.0,4,11.11,0.13,4.0,546,1,0
25.0,1,3,45436.0,4,1,12500.0,5,14.61,0.28,4.0,671,0,1
22.0,1,2,16881.0,0,1,2500.0,3,9.91,0.15,4.0,620,0,1
22.0,1,4,18765.0,0,1,2500.0,4,11.01,0.13,2.0,596,0,1
24.0,1,2,111224.0,0,2,25000.0,4,17.93,0.22,2.0,586,0,0
26.0,1,1,18705.0,4,1,2500.0,3,13.47,0.13,4.0,681,0,1
24.0,0,2,111304.0,0,2,22000.0,5,10.99,0.2,4.0,569,1,0
23.0,1,2,19676.0,0,1,2500.0,1,10.65,0.13,2.0,642,0,1
24.0,0,4,111382.0,3,3,7200.0,2,9.88,0.06,2.0,691,0,0
23.0,0,3,82582.0,1,2,8000.0,2,15.33,0.1,3.0,691,0,1
23.0,0,3,19689.0,0,1,2500.0,5,7.29,0.13,3.0,632,0,1
23.0,1,2,111322.0,2,2,10000.0,3,16.7,0.09,2.0,589,1,0
23.0,1,1,111263.0,0,2,15600.0,1,16.35,0.14,3.0,700,0,0
23.0,1,2,111108.0,0,2,15000.0,4,11.26,0.14,2.0,518,1,0
23.0,1,1,110932.0,0,2,7000.0,1,13.47,0.06,4.0,697,1,0
25.0,1,2,111428.0,2,2,13000.0,2,11.26,0.12,2.0,615,0,0
26.0,0,2,111552.0,7,2,5600.0,5,11.46,0.05,3.0,645,1,0
22.0,0,4,111289.0,0,4,6000.0,2,12.22,0.05,2.0,589,1,0
23.0,1,2,111054.0,2,2,12950.0,1,9.96,0.12,2.0,681,0,0
25.0,1,4,21963.0,5,1,2500.0,4,12.53,0.11,4.0,655,0,0
